id,name,type,cuisine,city,street,postcode,website,latitude,longitude,status,master_id
369,Subway,fast_food,sandwich,Akron,Kenmore Boulevard,44314,https://restaurants.subway.com/united-states/oh/akron/1033-kenmore-blvd,41.043259,-81.5610733,valid,
373,Domino's,fast_food,pizza,Cuyahoga Falls,State Road,44223,https://pizza.dominos.com/ohio/cuyahoga-falls/2110-state-rd,41.1361315,-81.5090143,valid,
375,Compass Coffee,cafe,NaN,NaN,East Market Street,44304,https://thewellakron.com/,41.0775391,-81.4970372,valid,
390,Nepali Kitchen,restaurant,NaN,Akron,East Cuyahoga Falls Avenue,44310,https://nepalikitchen.weebly.com,41.1117175,-81.5037009,valid,
391,Subway,fast_food,sandwich,Mogadore,North Cleveland Avenue,44260,https://restaurants.subway.com/united-states/oh/mogadore/35-n-cleveland-ave,41.051969,-81.3926644,valid,
395,Chipotle,fast_food,mexican,Akron,George Washington Boulevard,44312,https://locations.chipotle.com/oh/akron/1289-george-washington-blvd,41.0281236,-81.4616682,valid,
396,Tim Hortons,cafe,coffee_shop,Akron,George Washington Boulevard,44306,NaN,41.0276083,-81.4628382,valid,
397,Mr Hero,fast_food,sandwich,NaN,South Arlington Street,44306,https://mrhero.com/,41.0326799,-81.4908978,valid,
398,Taco Bell,fast_food,tex-mex,Akron,South Arlington Road,44306,https://locations.tacobell.com/oh/akron/1467-s-arlington-rd.html,41.0323142,-81.4908984,valid,
399,Hardee's,fast_food,burger,Akron,South Arlington Street,46305,https://locations.hardees.com/oh/akron/1395-s-arlington-st,41.0342515,-81.4909481,valid,
365,Pulp,cafe,NaN,Akron,Sand Run Road,44313,NaN,41.1181082,-81.5880121,valid,
401,Mi Casa,restaurant,mexican,Akron,East Waterloo Road,44319,https://www.micasa-akron.com,41.0280682,-81.5147433,valid,
404,Fiesta Pizza and Chicken,restaurant,pizza;fried_chicken,Akron,Newton Street,44305,NaN,41.0725749,-81.4561941,valid,
405,"Tip""em Up Tavern",bar,NaN,Akron,Newton Street,44305,NaN,41.0725601,-81.4563387,valid,
407,Dairy Queen,fast_food,ice_cream,Akron,East Cuyahoga Falls Avenue,44310-2256,https://www.dairyqueen.com/locations/oh/akron/260-e-cuyahoga-falls-ave/14296,41.1089626,-81.5076133,valid,
410,The Hartville Pantry,restaurant,american,Hartville,N Prospect Ave,44632,https://hartvillepantry.com,40.9641759,-81.330886,valid,
411,pizzaBOGO,fast_food,pizza,Hartville,South Prospect Avenue,44632,NaN,40.9637833,-81.3321494,valid,
412,Peace Love & Little Donuts,fast_food,donut,Hartville,South Prospect Avenue,44632,NaN,40.9637663,-81.3317431,valid,
417,Fresh Planet,fast_food,NaN,Tallmadge,Tallmadge Circle,44278,https://fresh-planet.com/,41.1022956,-81.4414465,valid,
418,Jimmy John's,fast_food,sandwich,Tallmadge,North Avenue,44278,https://locations.jimmyjohns.com/oh/tallmadge/sandwiches-3043.html,41.1044155,-81.4401976,valid,
421,Aura The Himalayan Kitchen,restaurant,indian;nepalese;chinese,Tallmadge,Tallmadge Circle,44278,https://www.aurathekitchen.com/,41.1003301,-81.4402067,valid,
423,Gionino's Pizzeria,fast_food,pizza,Tallmadge,Eastwood Avenue,44278,https://www.gioninos.com/locations/oh-tallmadge-676-eastwood-ave-44278,41.0833887,-81.4170089,valid,
425,Paleteria La Fresa,restaurant,mexican;ice_cream,Akron,Darrow Road,NaN,https://lafresaakron.com/,41.0758148,-81.4414439,valid,
427,Pizza Hut,restaurant,pizza,Tallmadge,South Avenue,44278,https://locations.pizzahut.com/oh/tallmadge/535-south-ave,41.0864285,-81.4409962,valid,
428,Wendy's,fast_food,burger,Akron,East Market Street,44308,https://locations.wendys.com/united-states/oh/akron/275-e-market-st,41.0823354,-81.5085632,valid,
432,Subway,fast_food,sandwich,Akron,West Market Street,44313,https://restaurants.subway.com/united-states/oh/akron/1596-west-market-st,41.1078212,-81.5668009,valid,
433,Moe's Southwest Grill,fast_food,mexican,Akron,West Market Street,44313,NaN,41.1102954,-81.5703273,valid,
435,Popeyes,fast_food,chicken,Akron,South Arlington Street,44306,https://www.popeyes.com/store-locator/store/restaurant_82776,41.0392659,-81.4917929,valid,
436,Burger King,fast_food,burger,Akron,South Arlington Street,44306,https://www.bk.com/store-locator/store/restaurant_212,41.04033,-81.4909185,valid,
439,BurgerFi,fast_food,burger,Cuyahoga Falls,Portage Trail,44223,NaN,41.1481237,-81.5072331,valid,
450,Marco's Pizza,fast_food,pizza,Akron,Canton Road,44312,NaN,41.0196769,-81.4170097,valid,
451,Subway,fast_food,sandwich,Uniontown,Massillon Road,44685,https://restaurants.subway.com/united-states/oh/uniontown/4195-massillon-rd,40.9479242,-81.4648761,valid,
453,Dunkin',fast_food,donut;coffee_shop,Uniontown,Massillon Road,44685,https://locations.dunkindonuts.com/en/oh/uniontown/3651-massillon-rd/352608,40.9620222,-81.4643717,valid,
454,Hunan King,restaurant,chinese,Akron,Canton Road,44312,http://www.hunankingonline.com/,41.0243035,-81.4232615,valid,
457,DQ Grill & Chill,fast_food,ice_cream;burger,Uniontown,Town Park Boulevard,44685,https://www.dairyqueen.com/en-us/locations/oh/uniontown/1840-town-park-blvd-ste-r/14326/,40.9495143,-81.466127,valid,
461,East of Chicago Pizza,fast_food,pizza,Akron,South Arlington Road,44312,NaN,40.976545,-81.4928431,valid,
462,Strickland's,ice_cream,NaN,Akron,South Arlington Road,44312,NaN,40.9762388,-81.4928543,valid,
463,Subway,fast_food,sandwich,Akron,South Arlington Road,44312,https://restaurants.subway.com/united-states/oh/akron/3421-s-arlington-rd,40.9778339,-81.4926743,valid,
466,Subway,fast_food,sandwich,Akron,South Hawkins Avenue,44320,https://restaurants.subway.com/united-states/oh/akron/1607-s-hawkins-ave,41.0657376,-81.5680213,valid,
467,Domino's,fast_food,pizza,Akron,Vernon Odom Boulevard,44333,https://pizza.dominos.com/ohio/akron/1324-vernon-odom-blvd,41.064679,-81.5688448,valid,
481,Village Gardens,restaurant,NaN,NaN,State Road,44223,NaN,41.1403069,-81.5081021,valid,
491,Dilly's Drive In,restaurant,american,NaN,State Road,NaN,https://www.doubledilly.com/,41.1881167,-81.5078404,valid,
492,Grabham's Candies,confectionery,NaN,Peninsula,State Road,NaN,https://www.grabhamscandies.com/,41.1881135,-81.5068246,valid,
493,Pav's Creamery,ice_cream,NaN,Uniontown,Massillon Road,44685,https://www.pavscreamery.com/,40.9561767,-81.4640335,valid,
494,Sunrise Social,restaurant,breakfast,Uniontown,Massillon Road,44685,NaN,40.9558585,-81.4644833,valid,
495,35° Brix,restaurant,american,Uniontown,Massillon Road,44685,http://www.35brix.com/,40.9558722,-81.4649658,valid,
496,Antonio's Pizzeria,restaurant,pizza,Uniontown,Massillon Road,44685,https://www.antoniospizza.net/,40.9558661,-81.4647286,valid,
497,Kasai Japanese Restaurant,restaurant,japanese,Uniontown,Massillon Road,44685,http://eatatkasaioh.com/,40.9577749,-81.4646916,valid,
498,Hot Head Burritos,fast_food,mexican,Uniontown,Massillon Road,44685,https://hotheadburritos.com/green-oh,40.9578637,-81.4646866,valid,
499,Starbucks,cafe,coffee_shop,Uniontown,Massillon Road,44685,https://www.starbucks.com/store-locator/store/1008863/green-heritage-crossing-3875-massillon-road-green-oh-446857839-us,40.9581266,-81.4646697,valid,
500,Jimmy John's,fast_food,sandwich,Uniontown,U,44685,https://locations.jimmyjohns.com/oh/uniontown/sandwiches-2636.html,40.9579923,-81.4646777,valid,
501,Beyond Juciery and Eatery,fast_food,smoothie,Uniontown,Massillon Road,44685,https://beyondjuiceryeatery.com/,40.953959,-81.466336,valid,
502,Brubaker's Pub,pub,NaN,Uniontown,Massillon Road,44685,https://brubakerspub.com/,40.9542586,-81.4650775,valid,
503,Papa Gyro's,restaurant,greek,Uniontown,Massillon Road,44685,https://www.papagyros.com/,40.9537965,-81.4651114,valid,
504,Nectar Smoothie Cafe,fast_food,smoothie,Uniontown,Massillon Road,44685,http://nectarsmoothiecafe.com/,40.9538555,-81.4651027,valid,
505,Hungry Howie's,fast_food,pizza,Uniontown,Massillon Road,44685,https://www.hungryhowies.com/store/hungry-howies-00873,40.9539121,-81.4651038,valid,
506,Pizza Hut,restaurant,pizza,Uniontown,Town Park Boulevard,44685,https://locations.pizzahut.com/oh/uniontown/1840-town-park-blvd,40.9500215,-81.4669684,valid,
507,Jimmy John's,fast_food,sandwich,Barberton,Robinson Avenue,44203,https://locations.jimmyjohns.com/oh/barberton/sandwiches-3724.html,41.0098727,-81.5887328,valid,
508,Chipotle,fast_food,mexican,Barberton,Robinson Avenue,44203,https://locations.chipotle.com/oh/barberton/446-robinson-ave,41.0098673,-81.588606,valid,
509,A Plus Crab,restaurant,seafood,Cuyahoga Falls,Howe Avenue,44221,NaN,41.1178704,-81.4734,valid,
510,Giovanni's Pizza,restaurant,pizza,Akron,Buchholzer Boulevard,44310,NaN,41.1159528,-81.4731694,valid,
511,Royal Buffet & Grill,restaurant,chinese,Akron,Buchholzer Boulevard,44310,NaN,41.1151948,-81.4732075,valid,
512,Chick-fil-A,fast_food,chicken,Cuyahoga Falls,Howe Avenue,44221,https://www.chick-fil-a.com/locations/oh/chapel-hill,41.118747,-81.4798683,valid,
513,Wendy's,fast_food,burger,Cuyahoga Falls,Howe Avenue,44221,https://locations.wendys.com/united-states/oh/cuyahoga-falls/460-howe-avenue,41.1187382,-81.4788497,valid,
514,McDonald's,fast_food,burger,Cuyahoga Falls,Howe Avenue,44221,https://www.mcdonalds.com/us/en-us/location/11090.html,41.118616,-81.4771985,valid,
515,Denny's,restaurant,american,Akron,Home Avenue,44310,https://locations.dennys.com/OH/AKRON/9214,41.1165564,-81.4846462,valid,
516,Bob Evans,restaurant,american,Cuyahoga Falls,Howe Avenue,44221,NaN,41.119971,-81.4858047,valid,
517,Brick House Tavern + Tap,bar,NaN,Cuyahoga Falls,Howe Avenue,44221,NaN,41.119526,-81.4757117,valid,
518,7 Brew Coffee,cafe,coffee_shop,Cuyahoga Falls,Howe Avenue,44221,NaN,41.1194964,-81.4742221,valid,
519,LongHorn Steakhouse,restaurant,steak_house,Cuyahoga Falls,Howe Avenue,44221,NaN,41.119555,-81.4785033,valid,
520,O'Charley's,restaurant,american,Cuyahoga Falls,Howe Avenue,44221,NaN,41.1196746,-81.4822426,valid,
521,Steak 'n Shake,fast_food,burger,Akron,Home Avenue,44310,https://www.steaknshake.com/locations/oh-akron-home-avenue/,41.1168783,-81.4856848,valid,
522,Taco Bell,fast_food,tex-mex,Akron,Romig Road,44320,https://locations.tacobell.com/oh/akron/2419-romig-road.html,41.0484211,-81.5802398,valid,
523,The Beanhead Brothers,cafe,coffee_shop,Akron,Romig Road,44320,NaN,41.0463437,-81.5804003,valid,
526,Starbucks,cafe,coffee_shop,Kent,East Main Street,44240,https://www.starbucks.com/store-locator/store/1023516/kent-east-main-st-and-luther-1005-e-main-street-kent-oh-442402815-us,41.1541413,-81.3448428,valid,
527,Bell Tower Brewing Co.,pub,NaN,Kent,Park Avenue,44240,https://belltowerbrewing.com/,41.1546731,-81.3606596,valid,
530,Yada Yada Coffee,cafe,coffee_shop,Cuyahoga Falls,Front Street,44221,https://www.yadayadacoffee.com,41.1320798,-81.4836824,valid,
531,The Spotted Owl,bar,NaN,Akron,South Maple Street,44303,https://spottedowlbar.com/akron,41.0866929,-81.5246994,valid,
532,Vincents Bakery,bakery,NaN,Cuyahoga Falls,Bailey Road,44221,NaN,41.1342443,-81.4676805,valid,
534,Starbucks,cafe,coffee_shop,Akron,South Main Street,44325,https://www.starbucks.com/store-locator/store/10333/university-of-akron-polsky-bui-225-south-main-street-akron-oh-443250035-us,41.0787641,-81.5193359,valid,
537,Chameleon Cafe,cafe,coffee_shop;breakfast;lunch,Akron,South Main Street,44308,https://www.chameleoncafeakron.com/,41.0843604,-81.5168548,valid,
538,Nothing Bundt Cakes,pastry,NaN,Stow,Kent Road,44224,NaN,41.1572611,-81.4054604,valid,
539,Latino Bar & Grill,restaurant,mexican,NaN,South Arlington Road,44312,https://latinobarandgrill.com/,40.9773708,-81.4936631,valid,
540,Jersey Mike's Subs,fast_food,sandwich,Uniontown,Massillon Road,44685,https://www.jerseymikes.com/2095/uniontown-oh,40.9540143,-81.4663341,valid,
541,The Boathouse Cafe,cafe,NaN,Akron,East Waterloo Road,44312,https://boathousecafeakron.com/,41.0328825,-81.4529742,valid,
542,Uncle Tito's Mexican Grill,restaurant,mexican,Akron,East Waterloo Road,44312,https://uncletitosmexicangrill.com/,41.0328801,-81.4522722,valid,
543,Wing Warehouse Sports Bar,restaurant,NaN,Akron,East Waterloo Road,44312,https://www.wingwarehouse.com/,41.032879,-81.4516281,valid,
544,Iron Grill,restaurant,NaN,Akron,East Waterloo Road,44312,https://irongrillakron.com/,41.0333126,-81.4515915,valid,
545,Taco Bell,fast_food,tex-mex,Uniontown,Massillon Road,44685,https://locations.tacobell.com/oh/uniontown/3532-massillon-road.html,40.9655328,-81.465783,valid,
546,The Human Bean,cafe,coffee_shop,Uniontown,Massillon Road,44685,https://thehumanbean.com/location/the-human-bean-3532-massillon-road-uniontown-oh/,40.9659594,-81.465721,valid,
547,The Bistro of Green,restaurant,american,Uniontown,Massillon Road,44685,NaN,40.9673672,-81.4643958,valid,
548,sweetFrog,ice_cream,frozen_yogurt,Uniontown,Massillon Road,44685,https://www.sweetfrog.com/stores/frozen-yogurt-cleancity/35265,40.9672002,-81.4644092,valid,
549,Subway,fast_food,sandwich,Uniontown,Massillon Road,44685,https://restaurants.subway.com/united-states/oh/uniontown/3471-massillon-rd,40.9670949,-81.4644189,valid,
550,Gionino's Pizzeria,fast_food,pizza,Uniontown,Massillon Road,44685,http://www.gioninos.com/,40.9667608,-81.4644331,valid,
551,Starbucks,cafe,coffee_shop,Uniontown,Corporate Woods Parkway,44685,https://www.starbucks.com/store-locator/store/1006895/market-district-uniontown-1620-1700-corporate-woods-pkwy-uniontown-oh-44685-us,40.9623895,-81.4688657,valid,
552,Gionino's Pizzeria,fast_food,pizza,Akron,East Tallmadge Avenue,44310,https://www.gioninos.com/locations/oh-akron-1250-e-tallmadge-ave-44310,41.1016572,-81.4696146,valid,
554,Federales,restaurant,mexican,Kent,East Main Street,NaN,NaN,41.1534744,-81.3568918,valid,
555,Aladdin's Eatery,restaurant,mediterranean,Akron,West Market Street,44303,https://aladdins.com/,41.0960421,-81.5426679,valid,
556,Annabell's,bar,NaN,Akron,West Market Street,44303,https://m.facebook.com/annabellsakron/,41.096053,-81.5426938,valid,
557,Platinum Dragon,restaurant,chinese,Akron,West Market Street,44303,https://www.platinumdragonakron.com/,41.0965116,-81.5437,valid,
558,Southern Comfort Kitchen Ohio,restaurant,NaN,Akron,West Market Street,44303,http://www.sococreolegmail.com/,41.0964777,-81.54362,valid,
559,The Matinee,bar,NaN,Akron,West Market Street,44303,NaN,41.0964482,-81.5435505,valid,
560,Hibachi Xpress Highland Square,restaurant,japanese,Akron,West Market Street,44303,https://highlandsq.orderhibachixpressgrill.com/,41.0964375,-81.5435254,valid,
561,Barmacy,bar,NaN,Akron,West Market Street,44303,https://www.facebook.com/BarmacyBarAndGrill/,41.0963955,-81.5434262,valid,
562,HA!TEA Bubble Tea House,cafe,bubble_tea,Kent,North Mantua Street,44240,NaN,41.1608408,-81.3594266,valid,
572,Franklin Square Deli,restaurant,sandwich,NaN,South Water Street,44240,http://www.franklinsquaredeli.com/,41.1536112,-81.3583479,valid,
573,EuroGyro,restaurant,greek,Uniontown,Massillon Road,44685,https://eurogyro.com/,40.9483768,-81.4646387,valid,
574,Whitehouse Chicken,fast_food,chicken,Uniontown,Massillon Road,44685,http://www.whitehousechicken.com/,40.9481685,-81.4639344,valid,
575,RJ's Sports Pub and Grill,pub,NaN,Uniontown,Massillon Road,44685,https://rjs-sports-pub-grill.edan.io/,40.9481417,-81.4630313,valid,
590,Subway,fast_food,sandwich,Uniontown,Cleveland Avenue Northwest,44685,https://restaurants.subway.com/united-states/oh/uniontown/13030-cleveland-ave-nw,40.9757208,-81.4064162,valid,
591,Shogun Japanese Steakhouse,restaurant,japanese,Akron,South Arlington Road,44312,https://www.shogunakron.com/,40.9937995,-81.4910736,valid,
592,Pulp Juice and Smoothie Bar,fast_food,juice,Akron,South Arlington Road,44312,NaN,40.9938055,-81.4915185,valid,
593,Jimmy John's,fast_food,sandwich,Akron,South Arlington Road,44312,NaN,40.9938045,-81.4914032,valid,
594,Mr. Hero,fast_food,sandwich,Akron,South Arlington Road,44312,NaN,40.993932,-81.4917733,valid,
598,Freddy's,fast_food,ice_cream;burger,Streetsboro,State Route 303,44241,http://www.freddys.com,41.2390268,-81.3483376,valid,
600,Bean and the Baker,cafe,coffee_shop;sandwich,NaN,Main Street,NaN,https://www.beanandthebaker.com/,41.1579083,-81.2427273,valid,
601,Five Guys,fast_food,burger,Green,Arlington Ridge,44312,https://restaurants.fiveguys.com/790-arlington-ridge,40.9827273,-81.4937795,valid,
605,Bangkok Thai Restaurant,restaurant,chinese;japanese;thai,NaN,Darrow Road,44334,https://www.bangkokthaistow.com/,41.1673766,-81.4400231,valid,
606,Grazers,restaurant,NaN,NaN,North Water Street,44240,https://www.grazerskent.com/,41.1542797,-81.3579231,valid,
607,Bar Lucci,bar,NaN,NaN,North Water Street,44240,https://www.barluccikent.com/,41.155734,-81.3578739,valid,
608,Pacific East,restaurant,japanese;malaysian,NaN,East Main Street,44240,https://www.pacificeastkent.com/,41.1536265,-81.3579498,valid,
609,BLU Plate,restaurant,NaN,Akron,East Market Street,44308,NaN,41.0851513,-81.5161533,valid,
611,Totally Baked Pizza,restaurant,pizza,Akron,North High Street,44308,https://totallybakedpizza.net/,41.0853449,-81.5155517,valid,
612,Dunkin Donuts,fast_food,donut;coffee_shop,Akron,East Market Street,44312,https://locations.dunkindonuts.com/en/oh/akron/2081-e-market-st/355148,41.0604264,-81.4537492,valid,
620,Asterisk Coffee,cafe,NaN,Cuyahoga Falls,Front Street,44221,NaN,41.1353766,-81.48281,valid,
621,Pav's Creamery,ice_cream,NaN,Cuyahoga Falls,Front Street,44221,https://www.pavscreamery.com/,41.1360274,-81.4830349,valid,
622,Grandpa Joe's Candy Shop,confectionery,NaN,Cuyahoga Falls,Front Street,44221,http://www.grandpajoes.com/,41.1359754,-81.4830429,valid,
623,Ryes and Shine,restaurant,NaN,NaN,Front Street,NaN,https://www.ryesnshinefalls.com/,41.1462019,-81.4729516,valid,
624,Dunkin',fast_food,donut;coffee_shop,Cuyahoga Falls,Tallmadge Road,44221,https://locations.dunkindonuts.com/en/oh/cuyahoga-falls/310-tallmadge-rd/342449,41.1321785,-81.4786987,valid,
625,Pulp,fast_food,juice,NaN,Buchholzer Boulevard,44221,NaN,41.1192285,-81.4710688,valid,
626,Starbucks,cafe,coffee_shop,Kent,Maplecrest Parkway,44240,https://www.starbucks.com/store-locator/store/1027457/tallmadge-rd-cascades-blvd-4094-maplecrest-pkwy-kent-oh-442407236-us,41.1009713,-81.3861476,valid,
627,Jersey Mike's Subs,fast_food,sandwich,Kent,Maplecrest Parkway,44240,https://www.jerseymikes.com/menu,41.1009719,-81.3860588,valid,
628,Panda Express,fast_food,chinese,Kent,Tallmadge Road,44240,https://www.pandaexpress.com/locations/oh/kent/3223,41.1009483,-81.3855585,valid,
629,Panera Bread,fast_food,sandwich;bakery,Kent,Cascades Boulevard,44240,https://locations.panerabread.com/oh/kent/4031-cascades-blvd.html,41.0992819,-81.3873836,valid,
630,Applebee's,restaurant,american,Kent,Tallmadge Road,44240,https://restaurants.applebees.com/en-us/oh/kent/220-tallmadge-road-75028,41.0997207,-81.3852477,valid,
638,New Peking Buffet,restaurant,asian;chinese,NaN,Cleveland East Liverpool Road,44241,NaN,41.2436588,-81.356332,valid,
639,Arby's,restaurant,american,NaN,Cleveland East Liverpool Road,44241,https://www.arbys.com/,41.2444348,-81.3553107,valid,
640,Little Caesars Pizza,restaurant,pizza,NaN,Cleveland East Liverpool Road,44241,https://littlecaesars.com/,41.2390516,-81.347446,valid,
641,KFC,restaurant,chicken,NaN,Cleveland East Liverpool Road,44241,https://www.kfc.com/,41.238452,-81.3400917,valid,
642,China Chef,restaurant,asian;chinese,NaN,Cleveland East Liverpool Road,44241,https://chinachefstreetsboro.com/,41.238287,-81.3395916,valid,
643,Raising Cane's,restaurant,chicken,NaN,Cleveland East Liverpool Road,44241,https://raisingcanes.com/,41.2455783,-81.3565334,valid,
644,Panda Express,restaurant,chinese,NaN,Cleveland East Liverpool Road,44241,http://pandaexpress.com,41.2449697,-81.3558773,valid,
645,Wild Eagle Steak & Saloon,restaurant,american,NaN,Cleveland East Liverpool Road,44241,https://www.wildeagle.com/,41.2440519,-81.3546252,valid,
646,Popeyes,restaurant,chicken,NaN,Cleveland East Liverpool Road,44241,https://popeyes.com/,41.2399542,-81.3487622,valid,
647,Mr. Hero,restaurant,american,NaN,Cleveland East Liverpool Road,44241,https://mrhero.com/,41.2390643,-81.3442847,valid,
648,Blasiole's Pizza,restaurant,italian_pizza,NaN,State Route 43,44241,http://blasioleseatery.com,41.2453473,-81.3450435,valid,
649,Maki House,restaurant,japanese;sushi,Akron,Arlington Ridge,44319,https://www.ordermakihouse.com/,40.9827037,-81.4947146,valid,
650,Mikado,restaurant,japanese;sushi;chinese;asian,Akron,Brittain Road,44310,https://www.mikadohibachisushi.com/,41.1080821,-81.466705,valid,
661,Cocktails Akron,bar,NaN,NaN,West Mapledale Avenue,44301,NaN,41.0458024,-81.5287171,valid,
662,Wholly Frijoles,restaurant,mexican,Cuyahoga Falls,State Road,44223,https://eatwhollyfrijoles.com/,41.1394591,-81.508884,valid,
669,Chipotle,fast_food,mexican,Akron,E Waterloo Rd,44319,https://locations.chipotle.com/oh/akron/454-e-waterloo-rd,41.0285282,-81.5109199,valid,
670,Bob's hamburg,restaurant,american,NaN,East Avenue,44307,NaN,41.0633193,-81.554259,valid,
671,Dairy Queen,fast_food,american,NaN,OH-14,44241,NaN,41.2407129,-81.3519658,valid,
674,Penn Station East Coast Subs,restaurant,sandwich,NaN,Howe Avenue,44221,NaN,41.1196913,-81.4719792,valid,
675,Umami Noodle,restaurant,ramen,NaN,Howe Avenue,44221,NaN,41.1202081,-81.474681,valid,
676,Jubilee Donuts,bakery,NaN,NaN,South Main Street,44301,http://jubileedonuts.com,41.0290128,-81.5274446,valid,
677,Basement Sports Bar & Grill,bar,NaN,NaN,East Waterloo Road,44319,https://thebasementbars.com/,41.0290034,-81.5177481,valid,
678,B & K Root Beer Drive in,restaurant,burger,NaN,Manchester Road,44314,NaN,41.0391361,-81.5464282,valid,
679,Marco's Pizza,restaurant,pizza,NaN,Manchester Road,44314,http://marcos.com,41.031675,-81.5463521,valid,
680,Cramer's Place,bar,NaN,NaN,Manchester Road,44314,NaN,41.0382022,-81.5462121,valid,
681,Decheco's Pizzeria,restaurant,pizza,NaN,South Main Street,44301,https://dechecospizzeria.com/,41.0303019,-81.5269108,valid,
682,SRINA Tea House & Cafe,cafe,NaN,NaN,Kenmore Boulevard,44314,NaN,41.0435539,-81.5588957,valid,
683,The Green Dragon Inn,bar,NaN,NaN,East Market Street,44308,https://greendragoninn.com/,41.0842978,-81.5139359,valid,
684,The Golden Burrito,restaurant,mexican,NaN,South Main Street,44301,https://thegoldenburritooh.com/,41.0317214,-81.5268174,valid,
685,Mr. Hero,fast_food,sandwich,NaN,Manchester Road,44319,https://mrhero.com/,41.005995,-81.556365,valid,
686,La Fresca Express,restaurant,mexican,Alliance,East State Street,44601,NaN,40.9013215,-81.099226,valid,
687,Lyla's Family Restaurant,restaurant,NaN,NaN,Bailey Road,44221,https://lylasfamilyrestaurant.com/,41.1330763,-81.4652543,valid,
692,Cafe 388,cafe,NaN,NaN,South Main Street,NaN,NaN,41.0744388,-81.5238626,valid,
695,Jamaican Jerk Center,restaurant,NaN,NaN,East Tallmadge Avenue,44310,NaN,41.1023388,-81.4705723,valid,
696,Whimsical Whiskers CatFae & Rescue,cafe,NaN,NaN,South Arlington Road,44312,https://whimwhiskerscatfae.com/,40.9774417,-81.4940574,valid,
697,TOKO SUSHI HIBACHI & BBQ,restaurant,asian,NaN,Howe Avenue,44221,NaN,41.1175404,-81.4750285,valid,
1,Ken Stewart's,restaurant,NaN,Akron,West Market Street,44333,NaN,41.1133639,-81.578618,valid,
2,Larry's Main Entrance,bar,NaN,Akron,West Market Street,44333,NaN,41.1132883,-81.5784014,valid,
3,da Bayou,restaurant,NaN,Akron,Ohio & Erie Canal Towpath Trail,44313,NaN,41.1373339,-81.5485525,valid,
4,Vine Valley Mediterranean Cuisine,restaurant,NaN,Akron,Ohio & Erie Canal Towpath Trail,44313,NaN,41.1370914,-81.5484452,valid,
5,Brubaker's,pub,NaN,Akron,Weathervane Lane,44313,NaN,41.136647,-81.5525114,valid,
6,Bourbon Street,pub,NaN,Akron,Weathervane Lane,44313,NaN,41.1364369,-81.5526509,valid,
7,Johnny J's Pub & Grille,pub,NaN,Akron,Weathervane Lane,44313,NaN,41.1367448,-81.5527904,valid,
8,Big Fish,pub,NaN,Akron,Weathervane Lane,44313,NaN,41.1367763,-81.5532303,valid,
9,The Dorm,pub,NaN,Akron,Weathervane Lane,44313,NaN,41.1366632,-81.5533268,valid,
10,Saffron Patch,restaurant,indian,Akron,Weathervane Lane,44313,NaN,41.1359525,-81.5531193,valid,
11,The Noisy Oyster,pub,NaN,Akron,North Portage Path,44313,NaN,41.1320007,-81.5491104,valid,
12,The Getaway Pub,pub,NaN,Akron,North Portage Path,44313,NaN,41.1344572,-81.5485632,valid,
14,Jubilee Donuts,fast_food,NaN,Cuyahoga Falls,Bailey Road,44221,NaN,41.1457489,-81.4733791,valid,
15,El Meson,restaurant,mexican,Cuyahoga Falls,Portage Trail,44221,NaN,41.1397728,-81.4911495,valid,
16,Mandarin House,restaurant,NaN,Cuyahoga Falls,East Bath Road,44223,NaN,41.1589599,-81.5097613,valid,
19,Alladin's Eatery,restaurant,middle_eastern,Hudson,Park Lane,44326,NaN,41.2406635,-81.4426647,valid,
20,Tomato Grill,restaurant,italian,Hudson,First Street,44326,NaN,41.2420325,-81.442233,valid,
22,Comida Mexican Restaurant,restaurant,mexican,Hudson,Park Lane,44326,NaN,41.2406882,-81.4423608,valid,
31,Chiban,restaurant,japanese,Cuyahoga Falls,Broad Boulevard,44221,NaN,41.1343194,-81.5080726,valid,
32,Arthur Treacher's Fish and Chips,fast_food,fish_and_chips,Cuyahoga Falls,State Road,44223,NaN,41.1319386,-81.508141,valid,
34,Chowder House,restaurant,seafood,Cuyahoga Falls,Chestnut Boulevard,44223,NaN,41.1288405,-81.5077494,valid,
36,Barley House,pub,NaN,Akron,South Main Street,44308,NaN,41.0790239,-81.5207175,valid,
37,Wildcat Cafe,restaurant,american,Mogadore,Mogadore Road,44260,NaN,41.0513199,-81.39896,valid,
39,Wally Waffle,restaurant,breakfast,Akron,Conger Avenue,44303,NaN,41.0970972,-81.5442019,valid,
42,The Porch,restaurant,NaN,Kent,Midway Drive,44243,https://www.kent.edu/dining/student-center-lower-level,41.1476665,-81.3429495,valid,
43,Jazzman's Cyber Cafe,cafe,coffee_shop,Kent,Lester A. Lefton Esplanade,44243,https://www.kent.edu/dining/student-center-lower-level,41.1476721,-81.3431531,valid,
44,The Tandoori Oven,restaurant,indian,Kent,Midway Drive,44243,https://www.kent.edu/dining/kent-markets,41.1478389,-81.3431676,valid,
45,Fresh Inspirations,restaurant,american,Kent,Risman Drive,44243,https://www.kent.edu/dining/kent-markets,41.147842,-81.3431991,valid,
46,Olives,restaurant,italian,Kent,Midway Drive,44243,https://www.kent.edu/dining/kent-markets,41.1478641,-81.343231,valid,
47,Market Grill,restaurant,burger;american,Kent,Midway Drive,44243,https://www.kent.edu/dining/kent-markets,41.1479035,-81.3432489,valid,
